ssbid_5000m,pop_tot,pop_mal,pop_fem,pop_ave2,geom_wkt
21950007050000,2,1,1,0,"MULTIPOLYGON(((8.877872605636473 63.44709189457973,8.868292263864186 63.491708946079605,8.968138633754155 63.49596345171666,8.977565299164837 63.451338152541716,8.877872605636473 63.44709189457973)))"
22000007050000,4,2,2,0,"MULTIPOLYGON(((8.977565299164837 63.451338152541716,8.968138633754155 63.49596345171666,9.068018129449346 63.500148505499304,9.077290953212987 63.45551509089572,8.977565299164837 63.451338152541716)))"
22050007050000,126,78,48,42.5,"MULTIPOLYGON(((9.077290953212987 63.45551509089572,9.068018129449346 63.500148505499304,9.167930220948707 63.50426406431286,9.177049040350154 63.4596226667277,9.077290953212987 63.45551509089572)))"
22100007050000,125,63,62,40.4,"MULTIPOLYGON(((9.177049040350154 63.4596226667277,9.167930220948707 63.50426406431286,9.267874377158726 63.50831008573292,9.276839032062178 63.46366083781075,9.177049040350154 63.4596226667277)))"
22150007050000,3,3,0,0,"MULTIPOLYGON(((9.276839032062178 63.46366083781075,9.267874377158726 63.50831008573292,9.367850065910147 63.512286528027026,9.376660398768056 63.467629562606774,9.276839032062178 63.46366083781075)))"
22200007050000,22,14,8,59.5,"MULTIPOLYGON(((9.376660398768056 63.467629562606774,9.367850065910147 63.512286528027026,9.467856753974779 63.5161933501563,9.476512609836636 63.47152880026825,9.376660398768056 63.467629562606774)))"
22250007050000,4,3,1,0,"MULTIPOLYGON(((9.476512609836636 63.47152880026825,9.467856753974779 63.5161933501563,9.567893907082368 63.520030511777215,9.576395133603354 63.47535851063973,9.476512609836636 63.47152880026825)))"
22350007050000,9,5,4,54.1,"MULTIPOLYGON(((9.67630743738709 63.479118654259594,9.667960989937592 63.523797973243134,9.768057466237106 63.52749569560594,9.776248987507067 63.482809192361586,9.67630743738709 63.479118654259594)))"
22400007050000,861,424,437,44.5,"MULTIPOLYGON(((9.776248987507067 63.482809192361586,9.768057466237106 63.52749569560594,9.868182798686705 63.531123640617636,9.876219249299902 63.48643008687633,9.776248987507067 63.482809192361586)))"
22450007050000,231,126,105,37.9,"MULTIPOLYGON(((9.876219249299902 63.48643008687633,9.868182798686705 63.531123640617636,9.968336449018526 63.534681770731844,9.976217687136653 63.489981300432966,9.876219249299902 63.48643008687633)))"
22500007050000,1288,654,634,41.3,"MULTIPOLYGON(((9.976217687136653 63.489981300432966,9.968336449018526 63.534681770731844,10.068517878008397 63.53817004910542,10.076243764440017 63.49346279636056,9.976217687136653 63.489981300432966)))"
22550007050000,210,102,108,40.3,"MULTIPOLYGON(((10.076243764440017 63.49346279636056,10.068517878008397 63.53817004910542,10.168726545493183 63.54158843959981,10.176296943701566 63.49687453868971,10.076243764440017 63.49346279636056)))"
22600007050000,3,2,1,0,"MULTIPOLYGON(((10.176296943701566 63.49687453868971,10.168726545493183 63.54158843959981,10.268961910388288 63.54493690678272,10.276376686499077 63.5002164921539,10.176296943701566 63.49687453868971)))"
22800007050000,86,47,39,46.8,"MULTIPOLYGON(((10.576769898544324 63.509823277265305,10.56982276523647 63.55456242476116,10.670159491113136 63.55763085854733,10.676950493598362 63.51288573671252,10.576769898544324 63.509823277265305)))"
22850007050000,163,85,78,37.6,"MULTIPOLYGON(((10.676950493598362 63.51288573671252,10.670159491113136 63.55763085854733,10.770520195771796 63.56062920250194,10.77715494698213 63.51587824155519,10.676950493598362 63.51288573671252)))"
22900007050000,458,238,220,44.1,"MULTIPOLYGON(((10.77715494698213 63.51587824155519,10.770520195771796 63.56062920250194,10.870904332970097 63.56355742545887,10.877382715158715 63.51880076077348,10.77715494698213 63.51587824155519)))"
22950007050000,64,37,27,42.1,"MULTIPOLYGON(((10.877382715158715 63.51880076077348,10.870904332970097 63.56355742545887,10.971311355668593 63.5664154969676,10.977633253800791 63.52165326405984,10.877382715158715 63.51880076077348)))"
23000007050000,152,81,71,41.6,"MULTIPOLYGON(((10.977633253800791 63.52165326405984,10.971311355668593 63.5664154969676,11.07174071604878 63.56920338729457,11.077906017808479 63.524435721820396,10.977633253800791 63.52165326405984)))"
23050007050000,25,15,10,36.4,"MULTIPOLYGON(((11.077906017808479 63.524435721820396,11.07174071604878 63.56920338729457,11.172191865531211 63.57192106742434,11.178200461327346 63.52714810517601,11.077906017808479 63.524435721820396)))"
23450007050000,6,3,3,56.3,"MULTIPOLYGON(((11.88082259039902 63.544170430126556,11.87591377472879 63.58897665685812,11.976519402884481 63.591131697409594,11.981270734677683 63.54632126474931,11.88082259039902 63.544170430126556)))"
21500007055000,278,140,138,42.9,"MULTIPOLYGON(((7.971252484265663 63.45030051520393,7.96025855020396 63.49483609016572,8.059935719075545 63.49972306680855,8.070777060270196 63.455178034361865,7.971252484265663 63.45030051520393)))"
21550007055000,133,61,72,48.9,"MULTIPOLYGON(((8.070777060270196 63.455178034361865,8.059935719075545 63.49972306680855,8.159650921133634 63.50454087970651,8.170339480217228 63.45998652046306,8.070777060270196 63.455178034361865)))"
21650007055000,15,9,6,48.4,"MULTIPOLYGON(((8.269939224674518 63.46472592426189,8.259403634447146 63.509289479384734,8.359193335836064 63.513968817044976,8.369575772971158 63.469396197186505,8.269939224674518 63.46472592426189)))"
21700007055000,3,2,1,0,"MULTIPOLYGON(((8.369575772971158 63.469396197186505,8.359193335836064 63.513968817044976,8.459019500887406 63.51857884456768,8.469248603213472 63.47399729134055,8.369575772971158 63.469396197186505)))"
21950007055000,8,2,6,46.1,"MULTIPOLYGON(((8.868292263864186 63.491708946079605,8.858678267207102 63.53632491475052,8.958678842353402 63.540587693677395,8.968138633754155 63.49596345171666,8.868292263864186 63.491708946079605)))"
22000007055000,133,71,62,47.3,"MULTIPOLYGON(((8.968138633754155 63.49596345171666,8.958678842353402 63.540587693677395,9.05871270969946 63.54478088810673,9.068018129449346 63.500148505499304,8.968138633754155 63.49596345171666)))"
22050007055000,400,220,180,42.7,"MULTIPOLYGON(((9.068018129449346 63.500148505499304,9.05871270969946 63.54478088810673,9.158779336657306 63.54890445472196,9.167930220948707 63.50426406431286,9.068018129449346 63.500148505499304)))"
22100007055000,19,9,10,52,"MULTIPOLYGON(((9.167930220948707 63.50426406431286,9.158779336657306 63.54890445472196,9.258878189537374 63.55295835089989,9.267874377158726 63.50831008573292,9.167930220948707 63.50426406431286)))"
22150007055000,53,33,20,43.4,"MULTIPOLYGON(((9.267874377158726 63.50831008573292,9.258878189537374 63.55295835089989,9.35900873356535 63.55694253471237,9.367850065910147 63.512286528027026,9.267874377158726 63.50831008573292)))"
22200007055000,4,1,3,0,"MULTIPOLYGON(((9.367850065910147 63.512286528027026,9.35900873356535 63.55694253471237,9.459170432899112 63.56085696492804,9.467856753974779 63.5161933501563,9.367850065910147 63.512286528027026)))"
22250007055000,8,5,3,46.8,"MULTIPOLYGON(((9.467856753974779 63.5161933501563,9.459170432899112 63.56085696492804,9.559362750645743 63.56470160101395,9.567893907082368 63.520030511777215,9.467856753974779 63.5161933501563)))"
22300007055000,7,4,3,72.6,"MULTIPOLYGON(((9.567893907082368 63.520030511777215,9.559362750645743 63.56470160101395,9.659585148878655 63.56847640313731,9.667960989937592 63.523797973243134,9.567893907082368 63.520030511777215)))"
22350007055000,5,1,4,34.6,"MULTIPOLYGON(((9.667960989937592 63.523797973243134,9.659585148878655 63.56847640313731,9.759837088654791 63.57218133216693,9.768057466237106 63.52749569560594,9.667960989937592 63.523797973243134)))"
22400007055000,53,27,26,56.2,"MULTIPOLYGON(((9.768057466237106 63.52749569560594,9.759837088654791 63.57218133216693,9.860118030031884 63.57581634967502,9.868182798686705 63.531123640617636,9.768057466237106 63.52749569560594)))"
22450007055000,535,284,251,41.6,"MULTIPOLYGON(((9.868182798686705 63.531123640617636,9.860118030031884 63.57581634967502,9.960427432085863 63.579381417938585,9.968336449018526 63.534681770731844,9.868182798686705 63.531123640617636)))"
22500007055000,160,85,75,41,"MULTIPOLYGON(((9.968336449018526 63.534681770731844,9.960427432085863 63.579381417938585,10.060764752928273 63.58287649994106,10.068517878008397 63.53817004910542,9.968336449018526 63.534681770731844)))"
22550007055000,146,76,70,43.9,"MULTIPOLYGON(((10.068517878008397 63.53817004910542,10.060764752928273 63.58287649994106,10.161129449723822 63.58630155937374,10.168726545493183 63.54158843959981,10.068517878008397 63.53817004910542)))"
22600007055000,910,447,463,43,"MULTIPOLYGON(((10.168726545493183 63.54158843959981,10.161129449723822 63.58630155937374,10.261520978707987 63.58965656063736,10.268961910388288 63.54493690678272,10.168726545493183 63.54158843959981)))"
22650007055000,24,11,13,47.5,"MULTIPOLYGON(((10.268961910388288 63.54493690678272,10.261520978707987 63.58965656063736,10.361938795204704 63.592941468843506,10.36922343070519 63.54821541592936,10.268961910388288 63.54493690678272)))"
22700007055000,197,96,101,42.3,"MULTIPOLYGON(((10.36922343070519 63.54821541592936,10.361938795204704 63.592941468843506,10.46238235364414 63.59615624981597,10.469510563569065 63.55142393302397,10.36922343070519 63.54821541592936)))"
22800007055000,61,22,39,53.1,"MULTIPOLYGON(((10.56982276523647 63.55456242476116,10.562851107580519 63.59930087009229,10.663344509710067 63.60237529692496,10.670159491113136 63.55763085854733,10.56982276523647 63.55456242476116)))"
22850007055000,1480,723,757,44,"MULTIPOLYGON(((10.670159491113136 63.55763085854733,10.663344509710067 63.60237529692496,10.763862011888966 63.605379498282936,10.770520195771796 63.56062920250194,10.670159491113136 63.55763085854733)))"
22900007055000,410,208,202,41.1,"MULTIPOLYGON(((10.770520195771796 63.56062920250194,10.763862011888966 63.605379498282936,10.864403065151441 63.60831344285286,10.870904332970097 63.56355742545887,10.770520195771796 63.56062920250194)))"
22950007055000,269,145,124,45.6,"MULTIPOLYGON(((10.870904332970097 63.56355742545887,10.864403065151441 63.60831344285286,10.96496711972788 63.61117710004029,10.971311355668593 63.5664154969676,10.870904332970097 63.56355742545887)))"
23000007055000,1113,552,561,42.1,"MULTIPOLYGON(((10.971311355668593 63.5664154969676,10.96496711972788 63.61117710004029,11.065553625063032 63.61397043997109,11.07174071604878 63.56920338729457,10.971311355668593 63.5664154969676)))"
23050007055000,107,48,59,37.5,"MULTIPOLYGON(((11.07174071604878 63.56920338729457,11.065553625063032 63.61397043997109,11.166162029834272 63.61669343349254,11.172191865531211 63.57192106742434,11.07174071604878 63.56920338729457)))"
23100007055000,17,9,8,42.1,"MULTIPOLYGON(((11.172191865531211 63.57192106742434,11.166162029834272 63.61669343349254,11.266791781969927 63.61934605217469,11.272664254793693 63.57456850906079,11.172191865531211 63.57192106742434)))"
23150007055000,46,23,23,37.9,"MULTIPOLYGON(((11.272664254793693 63.57456850906079,11.266791781969927 63.61934605217469,11.367442328667684 63.62192826831133,11.373157333789507 63.577145684628285,11.272664254793693 63.57456850906079)))"
21450007060000,137,70,67,45.8,"MULTIPOLYGON(((7.860619935185148 63.48987999992769,7.84943452653431 63.534404621328164,7.949226062076052 63.5393703291601,7.96025855020396 63.49483609016572,7.860619935185148 63.48987999992769)))"
21500007060000,178,80,98,46.9,"MULTIPOLYGON(((7.96025855020396 63.49483609016572,7.949226062076052 63.5393703291601,8.049056344483589 63.54426679255655,8.059935719075545 63.49972306680855,7.96025855020396 63.49483609016572)))"
21700007060000,148,80,68,53.1,"MULTIPOLYGON(((8.359193335836064 63.513968817044976,8.348774434835727 63.558540215689675,8.448754460328656 63.56315920429727,8.459019500887406 63.51857884456768,8.359193335836064 63.513968817044976)))"
21750007060000,37,23,14,53.3,"MULTIPOLYGON(((8.459019500887406 63.51857884456768,8.448754460328656 63.56315920429727,8.548770604242295 63.56770870334923,8.558881603971317 63.52311951451377,8.459019500887406 63.51857884456768)))"
21800007060000,2,1,1,0,"MULTIPOLYGON(((8.558881603971317 63.52311951451377,8.548770604242295 63.56770870334923,8.648822337190545 63.57218866587032,8.658779118257232 63.52759078012674,8.558881603971317 63.52311951451377)))"
21850007060000,32,14,18,37.2,"MULTIPOLYGON(((8.658779118257232 63.52759078012674,8.648822337190545 63.57218866587032,8.748909128593008 63.57659904557268,8.758711515730173 63.53199259533431,8.658779118257232 63.52759078012674)))"
21900007060000,15,7,8,48.9,"MULTIPOLYGON(((8.758711515730173 63.53199259533431,8.748909128593008 63.57659904557268,8.849030446691463 63.58093979685781,8.858678267207102 63.53632491475052,8.758711515730173 63.53199259533431)))"
22000007060000,27,13,14,42.6,"MULTIPOLYGON(((8.958678842353402 63.540587693677395,8.949185758566502 63.58521087481821,9.049374530154191 63.589412235239415,9.05871270969946 63.54478088810673,8.958678842353402 63.540587693677395)))"
22050007060000,115,60,55,42.3,"MULTIPOLYGON(((9.05871270969946 63.54478088810673,9.049374530154191 63.589412235239415,9.149596226262892 63.59354383460162,9.158779336657306 63.54890445472196,9.05871270969946 63.54478088810673)))"
22100007060000,368,188,180,37.7,"MULTIPOLYGON(((9.158779336657306 63.54890445472196,9.149596226262892 63.59354383460162,9.249850310590146 63.59760563008152,9.258878189537374 63.55295835089989,9.158779336657306 63.54890445472196)))"
22150007060000,12,6,6,64.9,"MULTIPOLYGON(((9.258878189537374 63.55295835089989,9.249850310590146 63.59760563008152,9.35013624573964 63.60159757955401,9.35900873356535 63.55694253471237,9.258878189537374 63.55295835089989)))"
22200007060000,4,2,2,0,"MULTIPOLYGON(((9.35900873356535 63.55694253471237,9.35013624573964 63.60159757955401,9.450453493238294 63.605519641593986,9.459170432899112 63.56085696492804,9.35900873356535 63.55694253471237)))"
22250007060000,20,12,8,63.6,"MULTIPOLYGON(((9.459170432899112 63.56085696492804,9.450453493238294 63.605519641593986,9.550801513553422 63.609371775477875,9.559362750645743 63.56470160101395,9.459170432899112 63.56085696492804)))"
22300007060000,54,27,27,52.7,"MULTIPOLYGON(((9.559362750645743 63.56470160101395,9.550801513553422 63.609371775477875,9.651179766109973 63.61315394118544,9.659585148878655 63.56847640313731,9.559362750645743 63.56470160101395)))"
22350007060000,121,60,61,50.4,"MULTIPOLYGON(((9.659585148878655 63.56847640313731,9.651179766109973 63.61315394118544,9.751587709307872 63.61686609940134,9.759837088654791 63.57218133216693,9.659585148878655 63.56847640313731)))"
22400007060000,32,22,10,34.8,"MULTIPOLYGON(((9.759837088654791 63.57218133216693,9.751587709307872 63.61686609940134,9.852024800539454 63.62050821151674,9.860118030031884 63.57581634967502,9.759837088654791 63.57218133216693)))"
22450007060000,1139,551,588,46.4,"MULTIPOLYGON(((9.860118030031884 63.57581634967502,9.852024800539454 63.62050821151674,9.952490496206961 63.62408023963085,9.960427432085863 63.579381417938585,9.860118030031884 63.57581634967502)))"
22500007060000,918,463,455,42.3,"MULTIPOLYGON(((9.960427432085863 63.579381417938585,9.952490496206961 63.62408023963085,10.052984251740142 63.6275821465526,10.060764752928273 63.58287649994106,9.960427432085863 63.579381417938585)))"
22550007060000,138,76,62,40.5,"MULTIPOLYGON(((10.060764752928273 63.58287649994106,10.052984251740142 63.6275821465526,10.153505521613923 63.631013895802,10.161129449723822 63.58630155937374,10.060764752928273 63.58287649994106)))"
22600007060000,68,36,32,45.8,"MULTIPOLYGON(((10.161129449723822 63.58630155937374,10.153505521613923 63.631013895802,10.25405375936617 63.634375451611774,10.261520978707987 63.58965656063736,10.161129449723822 63.58630155937374)))"
22700007060000,2,1,1,0,"MULTIPOLYGON(((10.361938795204704 63.592941468843506,10.354628417615512 63.63766677892871,10.455228948079263 63.640887843415186,10.46238235364414 63.59615624981597,10.361938795204704 63.592941468843506)))"
22750007060000,17,7,10,45.2,"MULTIPOLYGON(((10.46238235364414 63.59615624981597,10.455228948079263 63.640887843415186,10.555854801591401 63.64403861145057,10.562851107580519 63.59930087009229,10.46238235364414 63.59615624981597)))"
22800007060000,24,13,11,42.2,"MULTIPOLYGON(((10.562851107580519 63.59930087009229,10.555854801591401 63.64403861145057,10.656505428120647 63.6471190501325,10.663344509710067 63.60237529692496,10.562851107580519 63.59930087009229)))"
22850007060000,100,49,51,42.2,"MULTIPOLYGON(((10.663344509710067 63.60237529692496,10.656505428120647 63.6471190501325,10.757180276788585 63.650129127278404,10.763862011888966 63.605379498282936,10.663344509710067 63.60237529692496)))"
22900007060000,373,192,181,44,"MULTIPOLYGON(((10.763862011888966 63.605379498282936,10.757180276788585 63.650129127278404,10.857878795887881 63.65306881142668,10.864403065151441 63.60831344285286,10.763862011888966 63.605379498282936)))"
22950007060000,89,54,35,43.6,"MULTIPOLYGON(((10.864403065151441 63.60831344285286,10.857878795887881 63.65306881142668,10.95860043290056 63.65593807183807,10.96496711972788 63.61117710004029,10.864403065151441 63.60831344285286)))"
23000007060000,86,48,38,42.3,"MULTIPOLYGON(((10.96496711972788 63.61117710004029,10.95860043290056 63.65593807183807,11.059344634516359 63.65873687849694,11.065553625063032 63.61397043997109,10.96496711972788 63.61117710004029)))"
23050007060000,273,143,130,41.1,"MULTIPOLYGON(((11.065553625063032 63.61397043997109,11.059344634516359 63.65873687849694,11.160110846651138 63.66146520211242,11.166162029834272 63.61669343349254,11.065553625063032 63.61397043997109)))"
23100007060000,330,171,159,41.2,"MULTIPOLYGON(((11.166162029834272 63.61669343349254,11.160110846651138 63.66146520211242,11.260898514465362 63.664123014119745,11.266791781969927 63.61934605217469,11.166162029834272 63.61669343349254)))"
23150007060000,222,114,108,41.6,"MULTIPOLYGON(((11.266791781969927 63.61934605217469,11.260898514465362 63.664123014119745,11.361707082382658 63.66671028668134,11.367442328667684 63.62192826831133,11.266791781969927 63.61934605217469)))"
23500007060000,40,23,17,52.7,"MULTIPOLYGON(((11.97175125033038 63.6359416516157,11.966966191633867 63.68075112670093,12.067905446162476 63.68284390501167,12.072531823014288 63.6380303351962,11.97175125033038 63.6359416516157)))"
23600007060000,6,2,4,27.2,"MULTIPOLYGON(((12.173328743765547 63.64004842077106,12.168861131902498 63.68486594748819,12.269832687490469 63.686817232886185,12.27414145404352 63.64199588719658,12.173328743765547 63.64004842077106)))"
21750007065000,21,14,7,47,"MULTIPOLYGON(((8.448754460328656 63.56315920429727,8.438453301147407 63.60773836622948,8.538624015279595 63.61229672184932,8.548770604242295 63.56770870334923,8.448754460328656 63.56315920429727)))"
21800007065000,68,42,26,47.9,"MULTIPOLYGON(((8.548770604242295 63.56770870334923,8.538624015279595 63.61229672184932,8.638830497473338 63.61678540834552,8.648822337190545 63.57218866587032,8.548770604242295 63.56770870334923)))"
21850007065000,50,25,25,40.5,"MULTIPOLYGON(((8.648822337190545 63.57218866587032,8.638830497473338 63.61678540834552,8.739072214566304 63.62120437921324,8.748909128593008 63.57659904557268,8.648822337190545 63.57218866587032)))"
21900007065000,11,6,5,35.3,"MULTIPOLYGON(((8.748909128593008 63.57659904557268,8.739072214566304 63.62120437921324,8.839348632208496 63.62555358864004,8.849030446691463 63.58093979685781,8.748909128593008 63.57659904557268)))"
21950007065000,180,96,84,40.6,"MULTIPOLYGON(((8.849030446691463 63.58093979685781,8.839348632208496 63.62555358864004,8.939659214878992 63.62983299150761,8.949185758566502 63.58521087481821,8.849030446691463 63.58093979685781)))"
22000007065000,1443,694,749,42.2,"MULTIPOLYGON(((8.949185758566502 63.58521087481821,8.939659214878992 63.62983299150761,9.040003425902762 63.634042543393825,9.049374530154191 63.589412235239415,8.949185758566502 63.58521087481821)))"
22050007065000,47,23,24,44.5,"MULTIPOLYGON(((9.049374530154191 63.589412235239415,9.040003425902762 63.634042543393825,9.140380727467619 63.63818220057426,9.149596226262892 63.59354383460162,9.049374530154191 63.589412235239415)))"
22100007065000,37,23,14,41.1,"MULTIPOLYGON(((9.149596226262892 63.59354383460162,9.140380727467619 63.63818220057426,9.240790580641205 63.6422519200243,9.249850310590146 63.59760563008152,9.149596226262892 63.59354383460162)))"
22150007065000,32,16,16,39.7,"MULTIPOLYGON(((9.249850310590146 63.59760563008152,9.240790580641205 63.6422519200243,9.341232445388156 63.64625165942058,9.35013624573964 63.60159757955401,9.249850310590146 63.59760563008152)))"
22250007065000,165,81,84,44.9,"MULTIPOLYGON(((9.450453493238294 63.605519641593986,9.441705780587274 63.650181377142935,9.54221004404884 63.65404103227595,9.550801513553422 63.609371775477875,9.450453493238294 63.605519641593986)))"
22300007065000,154,77,77,52.9,"MULTIPOLYGON(((9.550801513553422 63.609371775477875,9.54221004404884 63.65404103227595,9.642744692532 63.65783058461075,9.651179766109973 63.61315394118544,9.550801513553422 63.609371775477875)))"
22350007065000,161,85,76,46.8,"MULTIPOLYGON(((9.651179766109973 63.61315394118544,9.642744692532 63.65783058461075,9.743309181762251 63.66154999464656,9.751587709307872 63.61686609940134,9.651179766109973 63.61315394118544)))"
22400007065000,267,143,124,47.1,"MULTIPOLYGON(((9.751587709307872 63.61686609940134,9.743309181762251 63.66154999464656,9.84390296644901 63.66519922359235,9.852024800539454 63.62050821151674,9.751587709307872 63.61686609940134)))"
22450007065000,85,45,40,49.6,"MULTIPOLYGON(((9.852024800539454 63.62050821151674,9.84390296644901 63.66519922359235,9.94452550030324 63.66877823336844,9.952490496206961 63.62408023963085,9.852024800539454 63.62050821151674)))"
22550007065000,130,72,58,44.3,"MULTIPOLYGON(((10.052984251740142 63.6275821465526,10.045176236055223 63.672286986608015,10.145854625472351 63.6757254466587,10.153505521613923 63.631013895802,10.052984251740142 63.6275821465526)))"
22600007065000,115,66,49,41.7,"MULTIPOLYGON(((10.153505521613923 63.631013895802,10.145854625472351 63.6757254466587,10.246560119377035 63.67909357758411,10.25405375936617 63.634375451611774,10.153505521613923 63.631013895802)))"
22650007065000,37,19,18,42.1,"MULTIPOLYGON(((10.25405375936617 63.634375451611774,10.246560119377035 63.67909357758411,10.347292167664687 63.682391344165175,10.354628417615512 63.63766677892871,10.25405375936617 63.634375451611774)))"
22750007065000,11,5,6,42.7,"MULTIPOLYGON(((10.455228948079263 63.640887843415186,10.44805021932178 63.68561871190178,10.548833722443987 63.68877564701407,10.555854801591401 63.64403861145057,10.455228948079263 63.640887843415186)))"
22800007065000,1546,769,777,45.6,"MULTIPOLYGON(((10.555854801591401 63.64403861145057,10.548833722443987 63.68877564701407,10.64964212425438 63.69186211644382,10.656505428120647 63.6471190501325,10.555854801591401 63.64403861145057)))"
22850007065000,91,48,43,47.8,"MULTIPOLYGON(((10.656505428120647 63.6471190501325,10.64964212425438 63.69186211644382,10.750474871121737 63.694878087855926,10.757180276788585 63.650129127278404,10.656505428120647 63.6471190501325)))"
22950007065000,8,4,4,40.6,"MULTIPOLYGON(((10.857878795887881 63.65306881142668,10.851331408578885 63.697823529639614,10.952211181341136 63.70069841090982,10.95860043290056 63.65593807183807,10.857878795887881 63.65306881142668)))"
23000007065000,288,140,148,39.5,"MULTIPOLYGON(((10.95860043290056 63.65593807183807,10.952211181341136 63.70069841090982,11.053113633324806 63.70350270150845,11.059344634516359 63.65873687849694,10.95860043290056 63.65593807183807)))"
23050007065000,569,303,266,37.9,"MULTIPOLYGON(((11.059344634516359 63.65873687849694,11.053113633324806 63.70350270150845,11.154038207665746 63.706236372005556,11.160110846651138 63.66146520211242,11.059344634516359 63.65873687849694)))"
23100007065000,2124,1064,1060,40.9,"MULTIPOLYGON(((11.160110846651138 63.66146520211242,11.154038207665746 63.706236372005556,11.254984346738018 63.70889939370077,11.260898514465362 63.664123014119745,11.160110846651138 63.66146520211242)))"
23150007065000,53,30,23,38.9,"MULTIPOLYGON(((11.260898514465362 63.664123014119745,11.254984346738018 63.70889939370077,11.355951492172576 63.7114917386242,11.361707082382658 63.66671028668134,11.260898514465362 63.664123014119745)))"
23200007065000,39,23,16,47.4,"MULTIPOLYGON(((11.361707082382658 63.66671028668134,11.355951492172576 63.7114917386242,11.45693908487603 63.714013379537825,11.462535994108409 63.66922699268801,11.361707082382658 63.66671028668134)))"
23250007065000,40,19,21,45.8,"MULTIPOLYGON(((11.462535994108409 63.66922699268801,11.45693908487603 63.714013379537825,11.55794656504949 63.716464289936496,11.563384692648448 63.671673105760064,11.462535994108409 63.66922699268801)))"
23400007065000,4,2,2,0,"MULTIPOLYGON(((11.765139218809312 63.67635345123555,11.76001894519668 63.721153816839774,11.861082722215366 63.72339238400846,11.866043929112857 63.67858763453673,11.765139218809312 63.67635345123555)))"
23450007065000,4,2,2,0,"MULTIPOLYGON(((11.866043929112857 63.67858763453673,11.861082722215366 63.72339238400846,11.962164140832027 63.72556012199249,11.966966191633867 63.68075112670093,11.866043929112857 63.67858763453673)))"
21850007070000,212,112,100,40.2,"MULTIPOLYGON(((8.638830497473338 63.61678540834552,8.62880342265896 63.6613810034967,8.729200599795215 63.66580859233494,8.739072214566304 63.62120437921324,8.638830497473338 63.61678540834552)))"
21900007070000,484,275,209,40.8,"MULTIPOLYGON(((8.739072214566304 63.62120437921324,8.729200599795215 63.66580859233494,8.829632652504873 63.67016628630881,8.839348632208496 63.62555358864004,8.739072214566304 63.62120437921324)))"
21950007070000,172,88,84,37.3,"MULTIPOLYGON(((8.839348632208496 63.62555358864004,8.829632652504873 63.67016628630881,8.930099042648672 63.67445404008795,8.939659214878992 63.62983299150761,8.839348632208496 63.62555358864004)))"
22000007070000,223,128,95,40.3,"MULTIPOLYGON(((8.939659214878992 63.62983299150761,8.930099042648672 63.67445404008795,9.030599230923562 63.67867180904106,9.040003425902762 63.634042543393825,8.939659214878992 63.62983299150761)))"
22050007070000,550,302,248,41,"MULTIPOLYGON(((9.040003425902762 63.634042543393825,9.030599230923562 63.67867180904106,9.131132676879762 63.68281954923794,9.140380727467619 63.63818220057426,9.040003425902762 63.634042543393825)))"
22100007070000,22,13,9,45.1,"MULTIPOLYGON(((9.140380727467619 63.63818220057426,9.131132676879762 63.68281954923794,9.23169883893793 63.68689721745118,9.240790580641205 63.6422519200243,9.140380727467619 63.63818220057426)))"
22150007070000,13,10,3,50.5,"MULTIPOLYGON(((9.240790580641205 63.6422519200243,9.23169883893793 63.68689721745118,9.332297174406422 63.69090477115793,9.341232445388156 63.64625165942058,9.240790580641205 63.6422519200243)))"
22200007070000,130,63,67,49.6,"MULTIPOLYGON(((9.341232445388156 63.64625165942058,9.332297174406422 63.69090477115793,9.432927139498618 63.69484216854168,9.441705780587274 63.650181377142935,9.341232445388156 63.64625165942058)))"
22250007070000,3,2,1,0,"MULTIPOLYGON(((9.441705780587274 63.650181377142935,9.432927139498618 63.69484216854168,9.533588189350379 63.698709368493965,9.54221004404884 63.65404103227595,9.441705780587274 63.650181377142935)))"
22300007070000,130,78,52,45.5,"MULTIPOLYGON(((9.54221004404884 63.65404103227595,9.533588189350379 63.698709368493965,9.634279778037582 63.70250633061598,9.642744692532 63.65783058461075,9.54221004404884 63.65404103227595)))"
22350007070000,2452,1234,1218,40.5,"MULTIPOLYGON(((9.642744692532 63.65783058461075,9.634279778037582 63.70250633061598,9.735001358593724 63.7062330152203,9.743309181762251 63.66154999464656,9.642744692532 63.65783058461075)))"
22400007070000,188,99,89,48.4,"MULTIPOLYGON(((9.743309181762251 63.66154999464656,9.735001358593724 63.7062330152203,9.835752383027637 63.70988938333255,9.84390296644901 63.66519922359235,9.743309181762251 63.66154999464656)))"
22450007070000,242,130,112,45.9,"MULTIPOLYGON(((9.84390296644901 63.66519922359235,9.835752383027637 63.70988938333255,9.93653230234129 63.71347539669289,9.94452550030324 63.66877823336844,9.84390296644901 63.66519922359235)))"
22500007070000,35,16,19,55.4,"MULTIPOLYGON(((9.94452550030324 63.66877823336844,9.93653230234129 63.71347539669289,10.037340566547666 63.71699101775773,10.045176236055223 63.672286986608015,9.94452550030324 63.66877823336844)))"
22550007070000,12,6,6,43.5,"MULTIPOLYGON(((10.045176236055223 63.672286986608015,10.037340566547666 63.71699101775773,10.138176624688718 63.720436209701134,10.145854625472351 63.6757254466587,10.045176236055223 63.672286986608015)))"
