ssbid_5000m,pop_tot,pop_mal,pop_fem,pop_ave2,geom_wkt
23600006680000,16,9,7,48,"MULTIPOLYGON(((12.471853156045576 60.23262168235804,12.468390999343166 60.27747247721398,12.558707846397676 60.27916391190143,12.562046792399958 60.23431006132953,12.471853156045576 60.23262168235804)))"
19500006685000,35,17,18,41.6,"MULTIPOLYGON(((5.135095131909419 59.932289686860905,5.121810239859297 59.976521320924974,5.210080445124098 59.98316078077036,5.22325129541422 59.93891738838867,5.135095131909419 59.932289686860905)))"
19550006685000,22,12,10,46.1,"MULTIPOLYGON(((5.22325129541422 59.93891738838867,5.210080445124098 59.98316078077036,5.298391737379154 59.98974164100321,5.311448367939742 59.94548658943922,5.22325129541422 59.93891738838867)))"
19600006685000,146,83,63,49.7,"MULTIPOLYGON(((5.311448367939742 59.94548658943922,5.298391737379154 59.98974164100321,5.386743778821738 59.99626384701174,5.399686013030832 59.951997235618016,5.311448367939742 59.94548658943922)))"
19650006685000,113,59,54,47.6,"MULTIPOLYGON(((5.399686013030832 59.951997235618016,5.386743778821738 59.99626384701174,5.475136230622266 60.00272734462505,5.487963893212796 59.95844927296992,5.399686013030832 59.951997235618016)))"
19700006685000,386,188,198,42.5,"MULTIPOLYGON(((5.487963893212796 59.95844927296992,5.475136230622266 60.00272734462505,5.563568752931381 60.00913208011471,5.576281669998446 59.964842647980575,5.487963893212796 59.95844927296992)))"
19750006685000,27,17,10,53.4,"MULTIPOLYGON(((5.576281669998446 59.964842647980575,5.563568752931381 60.00913208011471,5.652041004887022 60.015478000196474,5.664639003895118 59.971177307578294,5.576281669998446 59.964842647980575)))"
19800006685000,175,84,91,49.4,"MULTIPOLYGON(((5.664639003895118 59.971177307578294,5.652041004887022 60.015478000196474,5.740552644621614 60.021765052031824,5.753035554411834 59.97745319913548,5.664639003895118 59.971177307578294)))"
19850006685000,281,138,143,49.5,"MULTIPOLYGON(((5.753035554411834 59.97745319913548,5.740552644621614 60.021765052031824,5.829103329269293 60.027993183229604,5.84147098006646 59.98367027047026,5.753035554411834 59.97745319913548)))"
19900006685000,62,30,32,46.4,"MULTIPOLYGON(((5.84147098006646 59.98367027047026,5.829103329269293 60.027993183229604,5.917692714973197 60.034162341847534,5.929944938392969 59.989828469848064,5.84147098006646 59.98367027047026)))"
19950006685000,350,167,183,44.1,"MULTIPOLYGON(((5.929944938392969 59.989828469848064,5.917692714973197 60.034162341847534,6.006320456892828 60.040272476393966,6.018457085948743 59.99592774598327,5.929944938392969 59.989828469848064)))"
20000006685000,22,13,9,55.9,"MULTIPOLYGON(((6.018457085948743 59.99592774598327,6.006320456892828 60.040272476393966,6.094986209211451 60.04632353582921,6.107007078321942 60.00196804804063,6.018457085948743 59.99592774598327)))"
20250006685000,1156,596,560,42.2,"MULTIPOLYGON(((6.461578574246905 60.02553851463878,6.450022372393426 60.06993601757613,6.538872955814532 60.07569095179265,6.550312591129988 60.03128319965159,6.461578574246905 60.02553851463878)))"
20300006685000,2917,1450,1467,46.7,"MULTIPOLYGON(((6.550312591129988 60.03128319965159,6.538872955814532 60.07569095179265,6.627759454656148 60.08138651424053,6.639082366425795 60.03696861512023,6.550312591129988 60.03128319965159)))"
21650006685000,242,120,122,43.1,"MULTIPOLYGON(((8.95848010142836 60.16383934773139,8.950242222841698 60.20848459298602,9.039962387874677 60.21256058661404,9.048079873327485 60.167908021373414,8.95848010142836 60.16383934773139)))"
21850006685000,59,33,26,60,"MULTIPOLYGON(((9.317031382422229 60.179751361257026,9.309275754003124 60.22442524430456,9.399096581256503 60.22825890972532,9.406731370191295 60.18357813525471,9.317031382422229 60.179751361257026)))"
21900006685000,3,3,0,0,"MULTIPOLYGON(((9.406731370191295 60.18357813525471,9.399096581256503 60.22825890972532,9.488941633563181 60.23203190978915,9.496455475491477 60.187344351377874,9.406731370191295 60.18357813525471)))"
21950006685000,49,28,21,45,"MULTIPOLYGON(((9.496455475491477 60.187344351377874,9.488941633563181 60.23203190978915,9.578810533420366 60.23574421217919,9.58620332245577 60.191049977442276,9.496455475491477 60.187344351377874)))"
22000006685000,192,106,86,48.1,"MULTIPOLYGON(((9.58620332245577 60.191049977442276,9.578810533420366 60.23574421217919,9.66870290269081 60.23939578508282,9.67597453458741 60.194694981766006,9.58620332245577 60.191049977442276)))"
22050006685000,50,28,22,44.4,"MULTIPOLYGON(((9.67597453458741 60.194694981766006,9.66870290269081 60.23939578508282,9.758618362612351 60.24298659719291,9.765768734769331 60.19827933317063,9.67597453458741 60.194694981766006)))"
22100006685000,63,37,26,49.9,"MULTIPOLYGON(((9.765768734769331 60.19827933317063,9.758618362612351 60.24298659719291,9.84855653380749 60.246516617708714,9.855585545273707 60.201803000981954,9.765768734769331 60.19827933317063)))"
22150006685000,691,351,340,44.6,"MULTIPOLYGON(((9.855585545273707 60.201803000981954,9.84855653380749 60.246516617708714,9.938517036293034 60.24998581633684,9.945424587771479 60.20526595503122,9.855585545273707 60.201803000981954)))"
22200006685000,310,157,153,42.8,"MULTIPOLYGON(((9.945424587771479 60.20526595503122,9.938517036293034 60.24998581633684,10.028499489489734 60.2533941632923,10.035285483341974 60.20866816565601,9.945424587771479 60.20526595503122)))"
22250006685000,177,95,82,40.8,"MULTIPOLYGON(((10.035285483341974 60.20866816565601,10.028499489489734 60.2533941632923,10.11850351223202 60.25674162929938,10.125167852482518 60.21200960370116,10.035285483341974 60.20866816565601)))"
22300006685000,404,210,194,44,"MULTIPOLYGON(((10.125167852482518 60.21200960370116,10.11850351223202 60.25674162929938,10.208528722777721 60.26002818559267,10.215071315118129 60.215290240519664,10.125167852482518 60.21200960370116)))"
22350006685000,425,230,195,45.7,"MULTIPOLYGON(((10.215071315118129 60.215290240519664,10.208528722777721 60.26002818559267,10.298574738817843 60.2632538039179,10.304995490611219 60.21851004797371,10.215071315118129 60.215290240519664)))"
22400006685000,3763,1817,1946,43,"MULTIPOLYGON(((10.304995490611219 60.21851004797371,10.298574738817843 60.2632538039179,10.38864117748641 60.26641845653294,10.394939997771328 60.22166899843551,10.304995490611219 60.21851004797371)))"
22450006685000,2210,1102,1108,41.6,"MULTIPOLYGON(((10.394939997771328 60.22166899843551,10.38864117748641 60.26641845653294,10.4787276553703 60.2695221162086,10.484904454864933 60.224767064788196,10.394939997771328 60.22166899843551)))"
22500006685000,232,122,110,41.5,"MULTIPOLYGON(((10.484904454864933 60.224767064788196,10.4787276553703 60.2695221162086,10.568833788519152 60.27256475622956,10.57488847962526 60.22780422042665,10.484904454864933 60.224767064788196)))"
22550006685000,1437,734,703,39.6,"MULTIPOLYGON(((10.57488847962526 60.22780422042665,10.568833788519152 60.27256475622956,10.658959192455281 60.27554635039531,10.664891689262133 60.23078043925844,10.57488847962526 60.22780422042665)))"
22600006685000,502,266,236,41.2,"MULTIPOLYGON(((10.664891689262133 60.23078043925844,10.658959192455281 60.27554635039531,10.749103482183651 60.27846687302082,10.754913700471874 60.23369569570462,10.664891689262133 60.23078043925844)))"
22700006685000,2,1,1,0,"MULTIPOLYGON(((10.844954129447224 60.23654996470058,10.839266272201872 60.2813262989375,10.92944717651023 60.284124603494014,10.935012591887302 60.23934322169679,10.844954129447224 60.23654996470058)))"
22750006685000,970,501,469,37.6,"MULTIPOLYGON(((10.935012591887302 60.23934322169679,10.92944717651023 60.284124603494014,11.019645808621753 60.28686176255701,11.025088703007606 60.24207544265964,10.935012591887302 60.23934322169679)))"
22800006685000,4537,2290,2247,38.4,"MULTIPOLYGON(((11.025088703007606 60.24207544265964,11.019645808621753 60.28686176255701,11.109861781572313 60.28953775251191,11.115182077550024 60.24474660407226,11.025088703007606 60.24207544265964)))"
22850006685000,12137,6064,6073,37.9,"MULTIPOLYGON(((11.115182077550024 60.24474660407226,11.109861781572313 60.28953775251191,11.200094707930745 60.292152550263786,11.205292329792895 60.247356682935184,11.115182077550024 60.24474660407226)))"
22900006685000,1579,831,748,38,"MULTIPOLYGON(((11.205292329792895 60.247356682935184,11.200094707930745 60.292152550263786,11.290344199809029 60.29470613323796,11.295419073561108 60.24990565676715,11.205292329792895 60.247356682935184)))"
22950006685000,275,144,131,42.9,"MULTIPOLYGON(((11.295419073561108 60.24990565676715,11.290344199809029 60.29470613323796,11.38060986887246 60.29719847938081,11.385561922236201 60.25239350360584,11.295419073561108 60.24990565676715)))"
23050006685000,126,65,61,46,"MULTIPOLYGON(((11.475720488766523 60.254820202008574,11.470891326349884 60.29962956716053,11.56118818304395 60.30199937556774,11.565894385677401 60.25718573105294,11.475720488766523 60.254820202008574)))"
23100006685000,260,134,126,44.9,"MULTIPOLYGON(((11.565894385677401 60.25718573105294,11.56118818304395 60.30199937556774,11.651500049341385 60.30430788411617,11.656083225081353 60.25949007033765,11.565894385677401 60.25718573105294)))"
23150006685000,472,240,232,41.7,"MULTIPOLYGON(((11.656083225081353 60.25949007033765,11.651500049341385 60.30430788411617,11.74182653522331 60.306555072843445,11.746286618688314 60.26173319998297,11.656083225081353 60.25949007033765)))"
23200006685000,394,189,205,44.6,"MULTIPOLYGON(((11.746286618688314 60.26173319998297,11.74182653522331 60.306555072843445,11.832167250275566 60.30874092231164,11.836504177815902 60.26391510063157,11.746286618688314 60.26173319998297)))"
23250006685000,2,1,1,0,"MULTIPOLYGON(((11.836504177815902 60.26391510063157,11.832167250275566 60.30874092231164,11.922521803699082 60.31086541360791,11.9267355133997 60.26603575344902,11.836504177815902 60.26391510063157)))"
23300006685000,152,77,75,48.6,"MULTIPOLYGON(((11.9267355133997 60.26603575344902,11.922521803699082 60.31086541360791,12.012889804320269 60.3129285283451,12.016980236003567 60.268095140124444,11.9267355133997 60.26603575344902)))"
23350006685000,293,158,135,42.1,"MULTIPOLYGON(((12.016980236003567 60.268095140124444,12.012889804320269 60.3129285283451,12.10327086060143 60.31493024866242,12.107237955829987 60.270093242871155,12.016980236003567 60.268095140124444)))"
23400006685000,312,159,153,45.9,"MULTIPOLYGON(((12.107237955829987 60.270093242871155,12.10327086060143 60.31493024866242,12.193664580651198 60.31687055722597,12.197508282730407 60.272030044427176,12.107237955829987 60.270093242871155)))"
23450006685000,134,63,71,46,"MULTIPOLYGON(((12.197508282730407 60.272030044427176,12.193664580651198 60.31687055722597,12.284070572234993 60.31874943722929,12.28779082621565 60.27390552805583,12.197508282730407 60.272030044427176)))"
23500006685000,68,34,34,40.5,"MULTIPOLYGON(((12.28779082621565 60.27390552805583,12.284070572234993 60.31874943722929,12.374488442785529 60.32056687239399,12.378085195466307 60.275719677546235,12.28779082621565 60.27390552805583)))"
23550006685000,1,1,0,0,"MULTIPOLYGON(((12.378085195466307 60.275719677546235,12.374488442785529 60.32056687239399,12.464917799413293 60.32232284697016,12.468390999343166 60.27747247721398,12.378085195466307 60.275719677546235)))"
23600006685000,9,5,4,51.9,"MULTIPOLYGON(((12.468390999343166 60.27747247721398,12.464917799413293 60.32232284697016,12.555358248917104 60.32401734573699,12.558707846397676 60.27916391190143,12.468390999343166 60.27747247721398)))"
19450006690000,170,92,78,44.7,"MULTIPOLYGON(((5.033581458353674 59.969823316518045,5.020140944191362 60.0140409757343,5.108483923876556 60.02075086852256,5.121810239859297 59.976521320924974,5.033581458353674 59.969823316518045)))"
19500006690000,908,463,445,39.8,"MULTIPOLYGON(((5.121810239859297 59.976521320924974,5.108483923876556 60.02075086852256,5.196868507671419 60.027402117598335,5.210080445124098 59.98316078077036,5.121810239859297 59.976521320924974)))"
19550006690000,563,291,272,43,"MULTIPOLYGON(((5.210080445124098 59.98316078077036,5.196868507671419 60.027402117598335,5.285294357459905 60.03399466769055,5.298391737379154 59.98974164100321,5.210080445124098 59.98316078077036)))"
19600006690000,54,28,26,49.5,"MULTIPOLYGON(((5.298391737379154 59.98974164100321,5.285294357459905 60.03399466769055,5.37376113408473 60.040528463968954,5.386743778821738 59.99626384701174,5.298391737379154 59.98974164100321)))"
19650006690000,83,47,36,56.5,"MULTIPOLYGON(((5.386743778821738 59.99626384701174,5.37376113408473 60.040528463968954,5.462268497354382 60.04700345204572,5.475136230622266 60.00272734462505,5.386743778821738 59.99626384701174)))"
19700006690000,1058,514,544,42.8,"MULTIPOLYGON(((5.475136230622266 60.00272734462505,5.462268497354382 60.04700345204572,5.550816106050211 60.05341957797718,5.563568752931381 60.00913208011471,5.475136230622266 60.00272734462505)))"
19750006690000,202,106,96,42.7,"MULTIPOLYGON(((5.563568752931381 60.00913208011471,5.550816106050211 60.05341957797718,5.639403617933599 60.059776788265324,5.652041004887022 60.015478000196474,5.563568752931381 60.00913208011471)))"
19800006690000,114,50,64,43.5,"MULTIPOLYGON(((5.652041004887022 60.015478000196474,5.639403617933599 60.059776788265324,5.728030689753147 60.06607502985955,5.740552644621614 60.021765052031824,5.652041004887022 60.015478000196474)))"
19850006690000,17,7,10,58.6,"MULTIPOLYGON(((5.740552644621614 60.021765052031824,5.728030689753147 60.06607502985955,5.816696977251959 60.07231425015824,5.829103329269293 60.027993183229604,5.740552644621614 60.021765052031824)))"
19900006690000,104,53,51,57,"MULTIPOLYGON(((5.829103329269293 60.027993183229604,5.816696977251959 60.07231425015824,5.905402135175 60.078494397010296,5.917692714973197 60.034162341847534,5.829103329269293 60.027993183229604)))"
19950006690000,242,124,118,42,"MULTIPOLYGON(((5.917692714973197 60.034162341847534,5.905402135175 60.078494397010296,5.994145817276467 60.08461541871682,6.006320456892828 60.040272476393966,5.917692714973197 60.034162341847534)))"
20000006690000,37,21,16,45.5,"MULTIPOLYGON(((6.006320456892828 60.040272476393966,5.994145817276467 60.08461541871682,6.082927676327258 60.09067726403267,6.094986209211451 60.04632353582921,6.006320456892828 60.040272476393966)))"
20050006690000,56,30,26,49,"MULTIPOLYGON(((6.094986209211451 60.04632353582921,6.082927676327258 60.09067726403267,6.171747364122506 60.09667988216798,6.183689625143582 60.05231546956733,6.094986209211451 60.04632353582921)))"
20250006690000,729,398,331,43.4,"MULTIPOLYGON(((6.450022372393426 60.06993601757613,6.438429903449299 60.114331872454436,6.527397404924802 60.12009708312951,6.538872955814532 60.07569095179265,6.450022372393426 60.06993601757613)))"
20300006690000,616,327,289,44,"MULTIPOLYGON(((6.538872955814532 60.07569095179265,6.527397404924802 60.12009708312951,6.616400979751268 60.125802819558544,6.627759454656148 60.08138651424053,6.538872955814532 60.07569095179265)))"
21600006690000,1,1,0,0,"MULTIPOLYGON(((8.860548160528136 60.204348103114675,8.8521635281019 60.24898491766039,8.941978241420497 60.25312885438231,8.950242222841698 60.20848459298602,8.860548160528136 60.204348103114675)))"
21650006690000,133,66,67,49.3,"MULTIPOLYGON(((8.950242222841698 60.20848459298602,8.941978241420497 60.25312885438231,9.031819173777738 60.25721218779304,9.039962387874677 60.21256058661404,8.950242222841698 60.20848459298602)))"
21700006690000,10,5,5,54.9,"MULTIPOLYGON(((9.039962387874677 60.21256058661404,9.031819173777738 60.25721218779304,9.121685949364148 60.26123488292615,9.129708281438205 60.21657604917573,9.039962387874677 60.21256058661404)))"
21800006690000,78,44,34,47.9,"MULTIPOLYGON(((9.219479528661884 60.22053094634718,9.211578191683655 60.26519690531628,9.301495523562984 60.26909822100016,9.309275754003124 60.22442524430456,9.219479528661884 60.22053094634718)))"
21850006690000,408,207,201,48.5,"MULTIPOLYGON(((9.309275754003124 60.22442524430456,9.301495523562984 60.26909822100016,9.391437567161086 60.272938796517764,9.399096581256503 60.22825890972532,9.309275754003124 60.22442524430456)))"
21900006690000,9,5,4,67.8,"MULTIPOLYGON(((9.399096581256503 60.22825890972532,9.391437567161086 60.272938796517764,9.48140394397864 60.27671859891336,9.488941633563181 60.23203190978915,9.399096581256503 60.22825890972532)))"
